SKU DA PLATAFORMA,SKU SÊNIOR,PLATAFORMA,,,SANDRINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUYCLOCK,,,,,,,,,,,,,,,,,,,,FECHAMENTO DE ESTOQUE E VENDA,,,
SKU DA BLING,,,,CD SP,,,CD MG,,,MELI SANDRINI SP,,,MELI SANDRINI MG,,,AMAZON SANDRINI SP,,,AMAZON SANDRINI MG,,,MAGALU SANDRINI SP,,,SHOPEE SPORTS SANDRINI SP,,,SHOPEE  MENSWEAR SANDRINI SP,,,DAFITI SANDRINI SP,,,NETSHOES,,,,CD SP,,,CD MG,,,MELI BUYCLOCK SP,,,MELI BUYCLOCK MG,,,MAGALU BUYCLOCKSP,,,AMAZON BUYCLOCK SP,,,SHOPEE BUYCLOCK SP,,,FINAL,,,
SKU COMUM,SKU SÊNIOR,,,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS GERAL,é para colocar
32703LOMVNE1,32703L0MVNE1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,0,415,0,sim
32723LOMVNE2,32723LOMVNE2,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,0,0,0,,,,0,0,0,,0,,,,,0,46,0,sim
32796LPMDE2K1,32796LPMKDE2K1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,0,220,0,sim
39744401CAZBRMRT41,PM397444094ACABAD410041,DAFITI SANDRINI SP,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,sim
39744401CAZBRMRT42,PM397444094ACABAD420040,DAFITI SANDRINI SP,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,sim
39744401CPTOBRDRDT39,PM397444013AAABCB390058,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
40352-BGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,2,sim
40352-BXG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,5,sim
40352-CGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,sim
40352-NXG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,6,sim
40352-PGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,2,sim
40352-PXG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,sim
40352-RGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,16,sim
40353-GG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,3,sim
40353-P,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
40400-AG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,sim
40400-NG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,sim
40400-NGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,sim
40400-NPG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,sim
40400-NPGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,sim
40400-PGG,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,sim
41300-PM,,SHOPEE MENSWEAR SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,15,sim
436K6-MSORT2,,DAFITI SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,282,8,,,,,,,,,,,,,,,,,,,,,,,,,,141,282,8,sim
44204G0SVNA1,44204G0SVNA1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,49,49,2,,,,0,0,0,40,40,,,,,89,340,2,sim
44216G0SVNA1,44216G0SVNA1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,38,38,2,,,,0,0,0,15,15,,,,,53,113,2,sim
44217G0SVNA1,44217G0SVNA1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,0,0,,,,,,,0,2,0,sim
469SS078NHD1SX,469SS078NHD1SX,MELI BUYCLOCK SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,1,1,,,,,,,,,,,,,1,1,1,sim
509230CPTOTU,SP509230180AACNCN000028,MELI SANDRINI MG,,,,,,,,0,0,0,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24,sim
523-936K10GGSORT,KLP10000000523CMGG0001,DAFITI SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,122,244,35,,,,,,,,,,,,,,,,,,,,,,,,,,122,244,35,sim
523-936K10GSORT,KLP10000000523CM0G0002,DAFITI SANDRINI SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55,sim
523-936K10MSORT,KLP10000000523CM0M0003,DAFITI SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,43,sim
523-936K10PSORT,KLP10000000523CM0P0004,DAFITI SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,37,74,10,,,,,,,,,,,,,,,,,,,,,,,,,,37,74,10,sim
523KIT5CSORTGG,,MAGALU SANDRINI MG,,,,,,,,,,,,,,,,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,sim
5436401CDRT34,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,sim
5469121CBGT34,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,0,sim
5469121CBGT35,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,sim
5469121CBGT36,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,sim
5469121CBGT37,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,sim
5469121CBGT38,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,sim
5469121CBGT39,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,43,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,0,sim
5469121CPTT34,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,1,sim
5469121CPTT35,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,0,sim
5469121CPTT36,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,32,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,0,sim
5469121CPTT37,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,50,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,3,sim
5469121CPTT38,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,55,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,1,sim
5469121CPTT39,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,40,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,1,sim
54901104CPTGRT34,,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,sim
54901104CPTGRT35,,MELI SANDRINI MG,,,,,,,,,,,,,1,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
55001039569CBRCT34,,MAGALU SANDRINI MG,,,,,,,,,,,,,0,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,sim
55001039569CNDT36,,MAGALU SANDRINI MG,,,,,,,,,,,,,0,,,,,,,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,1,sim
5667322CPTT36,ML005667322AACNCN350021,MAGALU SANDRINI MG,,,,,,,,,,,,,0,,,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,sim
5667322CPTT37,,MAGALU SANDRINI MG,,,,,,,,,,,,,0,,,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,sim
570009228CPTOTU,SP570009228AACNCNUn0010,MELI SANDRINI MG,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,sim
6K-2UZD-TIVJ,,AMAZON SANDRINI SP,,,,,,,,,,,,,,779,805,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,805,42,sim
6P29ALD1P,6P29ALD1P,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,0,190,0,sim
6P29AME1P,6P29AME1P,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,38,38,7,169,169,20,0,0,0,,0,,,,,207,849,27,sim
7000KT5MMCASORT3943,,MAGALU SANDRINI MG,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
7000KT8MMCASORT3943,,MAGALU SANDRINI MG,,,,,,,,,,,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
7000KT9MMCASORT3943,,MAGALU SANDRINI MG,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,sim
7000MMCA3943SORT,KSA03000007000CM390131,MAGALU SANDRINI MG,,,,,,,,,,,,,,,,,,,,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,sim
7123107CBGT34,MD024221232AGCNCN340070,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,sim
7123107CBGT35,MD024221234AGCNCN350069,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,sim
7123107CBGT36,MD024221236AGCNCN360068,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,0,sim
7123107CBGT37,MD024221240AGCNCN370067,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,sim
7123107CBGT38,MD024221244AGCNCN380066,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,sim
7123107CBGT39,MD024221246AGCNCN390065,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,sim
7123107CPTT34,MD024221210AACNCN340076,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,sim
7123107CPTT35,MD024221212AACNCN350075,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,0,sim
7123107CPTT36,MD024221214AACNCN360074,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,0,sim
7123107CPTT37,MD024221218AACNCN370073,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,26,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,0,sim
7123107CPTT38,MD024221222AACNCN380072,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,sim
7123107CPTT39,MD024221224AACNCN390071,SHOPEE SPORTS SANDRINI SP,,,,,,,,,,,,,0,,,,,,,,,,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,0,sim
7187100CPTT38,MD024262977AACNCN380080,MELI SANDRINI MG,,,,,,,,,,,,,2,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
781K10-GGPTO,,MELI SANDRINI MG,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,152,sim
781K10-GGSORT,,MELI SANDRINI MG,,,,,,,,,,,,,2900,,,,,,,,,,,,,481,483,81,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,482,485,2983,sim
781K10-GSORT,KZB10000000781CM0G0022,MELI SANDRINI MG,,,,,,,,,,,,,3420,,,,,,,,,,,,,636,640,53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,636,640,3473,sim
781K10-MSORT,KZB10000000781CM0M0023,MELI SANDRINI MG,,,,,,,,,,,,,1846,,,,,,,,,,,,,408,409,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,408,409,1883,sim
781K10-PSORT,,MELI SANDRINI MG,,,,,,,,,,,,,458,,,,,,,,,,,,,85,87,5,10,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,95,107,463,sim
781K4-GGPTO,,MELI SANDRINI MG,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43,sim
781K4-GGSORT,,MELI SANDRINI MG,,,,,,,,,,,,,3602,,,,,,,,,,,,,445,448,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,445,448,3628,sim
781K4-GSORT,,MELI SANDRINI MG,,,,,,,,,,,,,4512,,,,,,,,,,,,,575,580,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,575,580,4525,sim
781K4-MSORT,,MELI SANDRINI MG,,,,,,,,,,,,,2635,,,,,,,,,,,,,388,389,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,388,389,2649,sim
781K4-PSORT,,MELI SANDRINI MG,,,,,,,,,,,,,691,,,,,,,,,,,,,90,90,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,691,sim
83515G0MVNE3,83515G0MVNE3,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,,,,,61,61,8,,,,0,0,0,,0,,,,,61,414,8,sim
83523G0MVNE2,83523G0MVNE2,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,185,186,6,,,,,,,,,,185,221,6,sim
83523G0MVNE4,83523G0MVNE4,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,38,38,15,,,,,,,,,,38,73,15,sim
83526G0MVNE4,83526G0MVNE4,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,51,51,7,,,,,,,,,,51,314,7,sim
99412GPMVDH2,99412GPMVDH2,MELI BUYCLOCK MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,6,,,,,,,,,,0,0,6,sim
99784G0MVNE1,99784G0MVNE1,MELI BUYCLOCK SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,1,,,,0,0,0,,,,,,,76,76,1,sim
99784GOMVNE1,99784G0MVNE1,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,,,,,,,,,,,,,,,,,,0,424,0,sim
99807G0MVNE2,99807G0MVNE2,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,83,83,1,,,,0,0,0,,0,,,,,83,394,1,sim
99807G0MVNE3,99807G0MVNE3,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,56,56,2,,,,0,0,0,,,,,,,56,330,2,sim
99816L0MVNE2,99816L0MVNE2,MELI BUYCLOCK SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,2,,,,0,0,0,,,,,,,92,92,2,sim
99816LOMVNE2,99816L0MVNE2,CD SP BUYCLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,,,,,,,,,,,,,,,,,,,,0,406,0,sim
AD000HQ0214AAABCN380263,AD000HQ0214AAABCN380263,MELI SANDRINI SP,,,,,,,,2,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,13,sim
AD000HQ0214AAABCN390264,AD000HQ0214AAABCN390264,MELI SANDRINI SP,,,,,,,,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,14,sim
AD000HQ0214AAABCN400265,AD000HQ0214AAABCN400265,MELI SANDRINI SP,,,,,,,,2,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,35,sim
AD000HQ0214AAABCN410266,AD000HQ0214AAABCN410266,MELI SANDRINI SP,,,,,,,,0,12,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,37,sim
AD000HQ0214AAABCN420267,AD000HQ0214AAABCN420267,MELI SANDRINI SP,,,,,,,,0,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,22,sim
AD000HQ0214AAABCN430268,AD000HQ0214AAABCN430268,MELI SANDRINI SP,,,,,,,,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,sim
AD000ID3715AAABAH390097,AD000ID3715AAABAH390097,MELI SANDRINI SP,,,,,,,,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,sim
AD000IE0927ABAACN380101,AD000IE0927ABAACN380101,MELI SANDRINI SP,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
AD000IE8809ADABAA400108,AD000IE8809ADABAA400108,MELI SANDRINI SP,,,,,,,,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,15,sim
AD000IE8809ADABCN390107,AD000IE8809ADABCN390107,MELI SANDRINI SP,,,,,,,,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,sim
AD000IE8809ADABCN410109,AD000IE8809ADABCN410109,MELI SANDRINI SP,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,sim
AD000IE8809ADABCN420110,AD000IE8809ADABCN420110,MELI SANDRINI SP,,,,,,,,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,sim
AD000IE8819CPAAAB390205,AD000IE8819CPAAAB390205,MELI SANDRINI SP,,,,,,,,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,sim
AD000IF4076ABAACN420040,AD000IF4076ABAACN420040,MELI SANDRINI SP,,,,,,,,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,sim
AD000IF4076ABAJCN390037,AD000IF4076ABAJCN390037,MELI SANDRINI SP,,,,,,,,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,11,sim
AD000IF4135ABAJCN380146,AD000IF4135ABAJCN380146,MELI SANDRINI SP,,,,,,,,40,40,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,7,sim
AD000IF4135ABAJCN390027,AD000IF4135ABAJCN390027,MELI SANDRINI SP,,,,,,,,107,107,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,19,sim
AD000IF4135ABAJCN400028,AD000IF4135ABAJCN400028,MELI SANDRINI SP,,,,,,,,86,86,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,39,sim
AD000IF4135ABAJCN410029,AD000IF4135ABAJCN410029,MELI SANDRINI SP,,,,,,,,74,86,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,86,51,sim
AD000IF4135ABAJCN420030,AD000IF4135ABAJCN420030,MELI SANDRINI SP,,,,,,,,10,20,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,54,sim
AD000IF4135ABAJCN430031,AD000IF4135ABAACN430031,MELI SANDRINI SP,,,,,,,,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,sim
AD000IG9193AAABBW350112,AD000IG9193AAABBW350112,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
AD000IH8217AAAAAA380282,AD000IH8217AAAAAA380282,MELI SANDRINI SP,,,,,,,,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,sim
AD000IH8217AAAAAA390283,AD000IH8217AAAAAA390283,MELI SANDRINI SP,,,,,,,,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,sim
AD000IH8217AAAAAA400284,AD000IH8217AAAAAA400284,MELI SANDRINI SP,,,,,,,,6,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,39,sim
AD000IH8217AAAAAA410285,AD000IH8217AAAAAA410285,MELI SANDRINI SP,,,,,,,,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43,sim
AD000IH8217AAAAAA420286,AD000IH8217AAAAAA420286,MELI SANDRINI SP,,,,,,,,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23,sim
AD000IH8217AAAAAA430287,AD000IH8217AAAAAA430287,MELI SANDRINI SP,,,,,,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,sim
AD000IH8218AAABAE380288,AD000IH8218AAABAE380288,MELI SANDRINI SP,,,,,,,,0,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,33,sim
AD000IH8218AAABAE390289,AD000IH8218AAABAE390289,MELI SANDRINI SP,,,,,,,,13,46,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,46,25,sim
